filename,bay_length,bay_area,total_length,total_area,extension_length,shape_index,centerline_file
Fuqingwan_expanded,16216.244680767733,145449555.66198313,133703.42220524108,858407645.9744831,117487.17752447334,1.8079573385404344,Fuqingwan_expanded_centerline.svg
Luoyuanwan_expanded,20150.854014301913,80646156.38664791,28137.72182168305,84108289.97164796,7986.867807381141,5.035043648688208,Luoyuanwan_expanded_centerline.svg
Pubagang_expanded,15124.831551377421,34459083.09965439,62715.32999552293,152413062.69215488,47590.49844414551,6.638613360546332,Pubagang_expanded_centerline.svg
Sanmenwan_expanded,12724.904726719906,64582077.74086583,87835.61472532926,353999611.8708664,75110.70999860935,2.507246684657807,Sanmenwan_expanded_centerline.svg
Sanshawan_expanded,14298.253639865583,66409065.549113825,31899.677668954446,82570843.7556141,17601.424029088863,3.078496218241961,Sanshawan_expanded_centerline.svg
Shachenggang_expanded,28366.43075172379,50599970.3364342,37794.00330625332,55337390.17093431,9427.57255452953,15.90227006542244,Shachenggang_expanded_centerline.svg
Xiangshangang_expanded,21694.033124663423,56053520.200394794,67163.06922383288,162725309.0268938,45469.036099169454,8.396102002719164,Xiangshangang_expanded_centerline.svg
Xinghuawan_expanded,19007.445627495283,120829429.28189772,87847.6044831025,358890080.15439844,68840.15885560722,2.990024793043658,Xinghuawan_expanded_centerline.svg
Yueqingwan_expanded,15339.31848550227,63861637.83164346,83950.8028993796,307261689.3701423,68611.48441387733,3.684444990590001,Yueqingwan_expanded_centerline.svg
